Source,Target,Type,Id,Label,timeset,Weight,H no,Doc type,Transaction type,Doc No
7331,2087,Directed,2596,,,1,3/186/1,Charter,Quitclaim,4628
7344,16936,Directed,2597,,,2,3//,Charter,Concession,7014
7364,278,Directed,2598,,,1,3/279/1,Charter,Gift,4650
7387,420,Directed,2599,,,3,3/20/2,Charter,Quitclaim,3259
7387,838,Directed,2600,,,3,3/20/2,Charter,Quitclaim,3259
7387,7398,Directed,2601,,,1,3/20/3,Charter,Gift,3265
7514,2063,Directed,2602,,,1,3/19/3,Charter,Gift,3432
7515,2063,Directed,2603,,,1,3/19/3,Charter,Gift,3432
7541,1194,Directed,2604,,,2,3/375/3,Charter,Renewal,5572
7554,128,Directed,2605,,,1,2/57/3,Charter,Gift,3439
7554,3408,Directed,2606,,,1,2/57/3,Charter,Gift,3439
7555,278,Directed,2607,,,2,2/59/5,Charter,Gift,3442
7556,278,Directed,2608,,,1,3/58/2,Charter,Quitclaim,4321
7627,131,Directed,2609,,,1,3/337/2,Charter,Gift,5160
7784,1039,Directed,2610,,,2,3/344/3,Charter,Quitclaim,5199
7801,82,Directed,2611,,,3,3/330/1,Charter,Gift,4491
7826,1647,Directed,2612,,,1,3/166/1,Charter,Gift,4820
7826,1648,Directed,2613,,,1,3/166/1,Charter,Gift,4820
7859,11681,Directed,2614,,,1,3/227/1,Charter,Gift,4757
7859,4444,Directed,2615,,,1,3/227/1,Charter,Gift,4757
7869,6147,Directed,2616,,,1,3/43/1,Charter,Quitclaim,3780
7871,6147,Directed,2617,,,1,3/43/1,Charter,Quitclaim,3780
7872,6147,Directed,2618,,,1,3/43/1,Charter,Quitclaim,3780
7873,6147,Directed,2619,,,1,3/43/1,Charter,Quitclaim,3780
7874,6147,Directed,2620,,,1,3/43/1,Charter,Quitclaim,3780
7875,6147,Directed,2621,,,1,3/43/1,Charter,Quitclaim,3780
7891,15839,Directed,2622,,,1,3/331/1,Charter,Gift,6037
7897,77,Directed,2623,,,1,3/498/1,Charter,Sale,5378
7905,8208,Directed,2624,,,1,3/341/1,Charter,Sale,5129
7907,82,Directed,2625,,,1,3/578/4,Charter,Renewal,3786
7924,77,Directed,2626,,,1,3/53/1,Charter,Grant of property (concedo),3789
7927,82,Directed,2627,,,1,3/106/5,Charter,Gift,3792
7927,710,Directed,2628,,,1,3/106/5,Charter,Gift,3792
7933,77,Directed,2629,,,1,3/62/3,Charter,Gift,3844
7947,77,Directed,2630,,,1,3/55/4,Charter,Quitclaim,3795
7957,77,Directed,2631,,,4,3/500/2,Charter,Gift,5548
7957,710,Directed,2632,,,1,3/500/2,Charter,Gift,5548
7957,582,Directed,2633,,,1,3/500/4,Charter,Gift,5551
7959,41,Directed,2634,,,1,3/106/7,Charter,Confirmation,3797
7959,1194,Directed,2635,,,1,3/106/8,Charter,Renewal,3883
7962,189,Directed,2636,,,2,3/93/1,Charter,Gift,4557
7962,582,Directed,2637,,,2,3/93/2,Charter,Gift,4558
7967,7969,Directed,2638,,,1,3/55/5,Charter,Gift,3798
7970,12109,Directed,2639,,,1,3/280/2,Charter,Gift,4896
7982,77,Directed,2640,,,1,3/55/6,Charter,Gift,3800
7984,77,Directed,2641,,,8,3/499/17,Charter,Quitclaim,5523
7984,4954,Directed,2642,,,1,3/499/18,Charter,Gift,5525
7984,582,Directed,2643,,,1,3/499/18,Charter,Gift,5525
7984,4506,Directed,2644,,,1,3/499/18,Charter,Gift,5525
8010,75,Directed,2645,,,1,3/225/1,Charter,Gift,5421
8049,1371,Directed,2646,,,1,3/56/1,Charter,Sale,3816
8061,41,Directed,2647,,,1,3/524/4,Charter,Confirmation,5917
8066,77,Directed,2648,,,1,3/61/2,Charter,Gift,3825
8070,6180,Directed,2649,,,1,3/62/1,Charter,Quitclaim,3828
8072,6180,Directed,2650,,,1,3/62/1,Charter,Quitclaim,3828
8073,6180,Directed,2651,,,1,3/62/1,Charter,Quitclaim,3828
8074,6180,Directed,2652,,,1,3/62/1,Charter,Quitclaim,3828
8085,12488,Directed,2653,,,1,3/67/1,Charter,Gift,5007
8131,77,Directed,2654,,,1,3/62/4,Charter,Quitclaim,3845
8131,418,Directed,2655,,,1,3/62/4,Charter,Quitclaim,3845
8138,77,Directed,2656,,,1,3/62/5,Charter,Resignation,3846
8138,4523,Directed,2657,,,1,3/62/5,Charter,Resignation,3846
8142,8144,Directed,2658,,,1,3/62/6,Charter,Gift,3848
8144,77,Directed,2659,,,4,3/66/5,Charter,Gift,3858
8144,8172,Directed,2660,,,1,3/66/6,Charter,Sale,3857
8145,77,Directed,2661,,,1,3/64/1,Charter,Gift,3875
8146,77,Directed,2662,,,2,3/63/1,Charter,Gift,3849
8146,582,Directed,2663,,,1,3/63/2,Charter,Resignation,3850
8146,4506,Directed,2664,,,1,3/63/2,Charter,Resignation,3850
8146,3668,Directed,2665,,,1,3/63/2,Charter,Resignation,3850
8148,77,Directed,2666,,,2,3/478/4,Charter,Quitclaim,4968
8148,2578,Directed,2667,,,1,3/478/5,Charter,Gift,4969
8148,582,Directed,2668,,,1,3/478/4,Charter,Quitclaim,4968
8171,77,Directed,2669,,,1,3/66/7,Charter,Quitclaim,3855
8172,77,Directed,2670,,,1,3/122/1,Charter,Quitclaim,4734
8174,5349,Directed,2671,,,1,3/66/1,Charter,Gift,3869
8208,77,Directed,2672,,,1,3/82/1,Charter,Quitclaim,4556
8224,1194,Directed,2673,,,1,3/106/2,Charter,Gift,3881
8224,1723,Directed,2674,,,1,3/106/2,Charter,Gift,3881
8225,1938,Directed,2675,,,1,3/93/3,Charter,Gift,4381
8245,1938,Directed,2676,,,1,3/233/1,Charter,Quitclaim,4920
8272,75,Directed,2677,,,1,3/259/1,Charter,Gift,5141
8275,75,Directed,2678,,,2,3/75/2,Charter,Gift,4520
8277,75,Directed,2679,,,1,3/259/1,Charter,Gift,5141
8303,82,Directed,2680,,,2,4/32/84,Settlement,Grant (agreement) (concedo),3912
8306,82,Directed,2681,,,2,4/32/84,Settlement,Grant (agreement) (concedo),3912
8339,131,Directed,2682,,,2,3/445/3,Charter,Sale,4948
8339,1317,Directed,2683,,,1,3/445/3,Charter,Sale,4948
8339,1957,Directed,2684,,,1,3/445/2,Charter,Gift,5068
8392,128,Directed,2685,,,1,3/256/1,Charter,Gift,4608
8392,189,Directed,2686,,,1,3/632/17,Charter,Quitclaim,5634
8392,710,Directed,2687,,,1,3/256/1,Charter,Gift,4608
8440,82,Directed,2688,,,1,3/566/4,Charter,Confirmation,5333
8440,128,Directed,2689,,,1,3/566/3,Charter,Concession,5307
8440,13609,Directed,2690,,,1,3/566/2,Charter,Gift,5306
8493,278,Directed,2691,,,2,3/343/2,Charter,Gift,5234
8493,3584,Directed,2692,,,1,3/343/1,Charter,Quitclaim,5233
8497,278,Directed,2693,,,1,2/103/1,Charter,Resignation,5904
8515,29,Directed,2694,,,1,3/296/1,Charter,Gift,4904
8515,41,Directed,2695,,,1,3/296/3,Charter,Gift,5092
8515,131,Directed,2696,,,1,3/296/5,Charter,Gift,5982
8515,2067,Directed,2697,,,1,3/296/2,Charter,Gift,4887
8515,2234,Directed,2698,,,1,3/296/4,Charter,Quitclaim,4888
8523,128,Directed,2699,,,1,3/48/1,Charter,Renewal,4001
8526,128,Directed,2700,,,1,3/48/2,Charter,Renewal,4002
8526,710,Directed,2701,,,1,3/48/2,Charter,Renewal,4002
8527,128,Directed,2702,,,4,3/52/1,Charter,Quitclaim,4004
8621,278,Directed,2703,,,1,3/58/1,Charter,Quitclaim,4319
8670,8671,Directed,2704,,,1,3/402/1,Charter,Quitclaim,5698
8671,8670,Directed,2705,,,1,3/402/1,Charter,Gift,5698
8671,11281,Directed,2706,,,1,3/639/2,Charter,Sale,5883
8709,127,Directed,2707,,,1,3/183/1,Charter,Gift,4619
8721,75,Directed,2708,,,1,3/281/1,Charter,Gift,5361
8721,82,Directed,2709,,,1,3/281/2,Charter,Gift,4501
8740,1101,Directed,2710,,,1,4/7/1,Agreement,Quitclaim,4044
8776,8777,Directed,2711,,,1,2/107/1,Charter,Gift,4047
8778,710,Directed,2712,,,2,3/95/3,Charter,Gift,4053
8778,8742,Directed,2713,,,2,3/95/3,Charter,Gift,4053
8778,7882,Directed,2714,,,2,3/95/3,Charter,Gift,4053
8794,14369,Directed,2715,,,1,3/585/5,Charter,Succession,5561
8830,7,Directed,2716,,,1,3/529/1,Charter,Gift,5819
8830,2200,Directed,2717,,,1,3/529/3,Charter,Grant of property (concedo),5895
8832,7,Directed,2718,,,1,3/194/1,Charter,Confirmation,4867
8838,82,Directed,2719,,,1,3/111/2,Charter,Renewal,4066
8908,75,Directed,2720,,,2,3/268/1,Charter,Gift,4984
8908,82,Directed,2721,,,1,3/60/5,Charter,Gift,4094
8911,710,Directed,2722,,,1,3/473/6,Charter,Gift,5057
8911,1101,Directed,2723,,,1,3/427/2,Charter,Gift,5907
8911,4257,Directed,2724,,,1,3/473/6,Charter,Gift,5057
8911,4256,Directed,2725,,,2,3/473/6,Charter,Gift,5057
8920,127,Directed,2726,,,5,3/386/4,Charter,Renewal,5609
8942,75,Directed,2727,,,2,3/268/1,Charter,Gift,4984
8942,82,Directed,2728,,,1,3/268/2,Charter,Renewal,4441
8943,75,Directed,2729,,,2,3/268/1,Charter,Gift,4984
8943,82,Directed,2730,,,1,3/268/2,Charter,Renewal,4441
8956,82,Directed,2731,,,1,3/139/2,Charter,Confirmation,4113
8966,82,Directed,2732,,,3,3/145/3,Charter,Confirmation,4116
8966,8971,Directed,2733,,,1,3/145/3,Charter,Grant of property (concedo),4116
8969,82,Directed,2734,,,1,3/60/10,Charter,Confirmation,4110
8969,13076,Directed,2735,,,1,3/390/1,Charter,Confirmation,5172
9005,29,Directed,2736,,,1,3/646/1,Charter,Quitclaim,5697
9022,75,Directed,2737,,,1,3/173/6,Charter,Gift,5139
9055,82,Directed,2738,,,1,3/383/1,Charter,Gift,4437
9058,82,Directed,2739,,,1,3/533/3,Charter,Renewal,4583
9092,82,Directed,2740,,,3,3/421/13,Charter,Gift,4317
9129,82,Directed,2741,,,2,3/283/2,Charter,Quitclaim,4158
9132,82,Directed,2742,,,2,3/467/2,Charter,Quitclaim,4170
9133,82,Directed,2743,,,1,3/467/3,Charter,Quitclaim,4171
9134,82,Directed,2744,,,1,3/505/1,Charter,Quitclaim,4160
9134,2072,Directed,2745,,,1,3/505/3,Charter,Quitclaim,4632
9135,82,Directed,2746,,,1,3/505/2,Charter,Quitclaim,4161
9136,82,Directed,2747,,,2,3/422/1,Charter,Quitclaim,4166
9137,82,Directed,2748,,,2,3/422/1,Charter,Quitclaim,4166
9138,82,Directed,2749,,,2,3/422/2,Charter,Quitclaim,4167
9138,128,Directed,2750,,,2,3/506/1,Charter,Gift,5302
9139,82,Directed,2751,,,2,3/422/1,Charter,Quitclaim,4166
9140,82,Directed,2752,,,2,3/570/2,Charter,Quitclaim,4169
9142,82,Directed,2753,,,2,3/570/2,Charter,Quitclaim,4169
9144,82,Directed,2754,,,2,3/570/1,Charter,Quitclaim,4168
9145,82,Directed,2755,,,2,3/570/2,Charter,Quitclaim,4169
9158,82,Directed,2756,,,1,3/632/7,Charter,Gift,4165
9160,77,Directed,2757,,,1,3/150/3,Charter,Quitclaim,4768
9218,710,Directed,2758,,,1,3/301/1,Charter,Quitclaim,4899
9218,4328,Directed,2759,,,1,3/301/1,Charter,Quitclaim,4899
9218,1602,Directed,2760,,,1,3/301/1,Charter,Quitclaim,4899
9239,87,Directed,2761,,,1,3/636/2,Charter,Gift,5682
9274,75,Directed,2762,,,1,3/47/1,Charter,Gift,4373
9285,710,Directed,2763,,,1,3/90/5,Charter,Gift,4442
9285,4328,Directed,2764,,,1,3/90/5,Charter,Gift,4442
9285,1602,Directed,2765,,,1,3/90/5,Charter,Gift,4442
9294,75,Directed,2766,,,2,3/546/1,Charter,Quitclaim,4986
9297,278,Directed,2767,,,1,3/473/5,Charter,Gift,5056
9351,278,Directed,2768,,,1,3/509/2,Charter,Renewal,5273
9354,420,Directed,2769,,,1,3/50/1,Charter,Confirmation,4369
9354,838,Directed,2770,,,1,3/50/1,Charter,Confirmation,4369
9354,1038,Directed,2771,,,1,3/50/1,Charter,Confirmation,4369
9425,77,Directed,2772,,,1,3/232/1,Charter,Gift,4884
9489,2001,Directed,2773,,,1,3/202/1,Charter,Gift,4743
9499,12788,Directed,2774,,,1,3/214/1,Charter,Gift,5090
9524,12537,Directed,2775,,,1,3/320/3,Charter,Succession,5019
9571,41,Directed,2776,,,1,3/101/2,Charter,Confirmation,4515
9571,10571,Directed,2777,,,1,3/101/4,Charter,Gift,4416
9619,82,Directed,2778,,,1,3/362/1,Charter,Renewal,4172
9621,82,Directed,2779,,,1,3/362/1,Charter,Renewal,4172
9634,82,Directed,2780,,,2,3/311/1,Charter,Renewal,4173
9697,82,Directed,2781,,,1,3/250/13,Charter,Renewal,4177
9713,82,Directed,2782,,,1,3/250/2,Charter,Renewal,4181
9716,82,Directed,2783,,,6,3/250/12,Charter,Renewal,4182
9716,2254,Directed,2784,,,5,3/250/8,Charter,Gift,4849
9753,208,Directed,2785,,,1,3/311/3,Charter,Gift,4989
9772,127,Directed,2786,,,1,3/551/1,Charter,Concession,5893
9772,131,Directed,2787,,,1,3/551/2,Charter,Gift,5933
9807,131,Directed,2788,,,1,3/610/1,Charter,Gift,5522
9809,710,Directed,2789,,,1,3/270/1,Charter,Gift,4850
9809,2254,Directed,2790,,,1,3/270/1,Charter,Gift,4850
9867,208,Directed,2791,,,1,3/57/1,Charter,Gift,4357
9870,1171,Directed,2792,,,2,3/414/14,Charter,Gift,5767
9874,1912,Directed,2793,,,1,3/73/1,Charter,Quitclaim,4391
9963,3449,Directed,2794,,,1,3/646/17,Charter,Sale,5924
9973,77,Directed,2795,,,2,3/478/8,Charter,Gift,4972
9975,77,Directed,2796,,,1,3/275/2,Charter,Quitclaim,4890
9975,82,Directed,2797,,,1,3/275/3,Charter,Concession,4184
9977,582,Directed,2798,,,1,3/275/1,Charter,Gift,4886
9997,1419,Directed,2799,,,1,3/46/1,Charter,Obligation,4315
10003,1194,Directed,2800,,,2,3/326/11,Charter,Confirmation,4997
10011,82,Directed,2801,,,1,3/391/1,Charter,Concession,4597
10021,82,Directed,2802,,,7,3/590/12,Charter,Renewal,4187
10021,87,Directed,2803,,,4,3/590/7,Charter,Renewal,5545
10082,82,Directed,2804,,,2,3/421/8,Charter,Concession,4409
10082,10544,Directed,2805,,,1,3/421/8,Charter,Concession,4409
10096,278,Directed,2806,,,1,3/350/26,Charter,Renewal,5236
10098,82,Directed,2807,,,1,3/421/14,Charter,Gift,4363
10226,1938,Directed,2808,,,1,3/185/1,Charter,Quitclaim,4907
10257,3347,Directed,2809,,,1,3/60/11,Charter,Quitclaim,4335
10258,3347,Directed,2810,,,1,3/60/11,Charter,Quitclaim,4335
10264,3549,Directed,2811,,,1,3/548/1,Charter,Gift,5951
10266,82,Directed,2812,,,4,3/349/6,Charter,Renewal,4337
10266,710,Directed,2813,,,1,3/349/6,Charter,Renewal,4337
10286,82,Directed,2814,,,1,3/421/10,Charter,Gift,4341
10287,82,Directed,2815,,,2,3/421/10,Charter,Gift,4341
10319,2032,Directed,2816,,,1,3/49/4,Charter,Concession,4347
10319,1912,Directed,2817,,,1,3/49/4,Charter,Confirmation,4347
10319,146,Directed,2818,,,1,3/49/4,Charter,Confirmation,4347
10322,75,Directed,2819,,,1,3/60/8,Charter,Gift,4380
10322,710,Directed,2820,,,1,3/60/8,Charter,Gift,4380
10322,1912,Directed,2821,,,1,3/60/9,Charter,Gift,4348
10323,10322,Directed,2822,,,1,3/213/1,Charter,Gift,4655
10333,75,Directed,2823,,,1,3/140/1,Charter,Renunciation of claim,5247
10338,1115,Directed,2824,,,3,3/470/4,Charter,Gift,5122
10367,10368,Directed,2825,,,1,3/44/1,Charter,Gift,4366
10367,3301,Directed,2826,,,1,3/44/1,Charter,Gift,4366
10380,710,Directed,2827,,,1,3/40/1,Charter,Gift,4368
10380,10381,Directed,2828,,,1,3/40/1,Charter,Gift,4368
10388,420,Directed,2829,,,1,3/414/5,Charter,Quitclaim,5765
10388,1149,Directed,2830,,,1,3/414/5,Charter,Quitclaim,5765
10392,420,Directed,2831,,,1,3/57/2,Charter,Gift,4370
10392,838,Directed,2832,,,1,3/57/2,Charter,Gift,4370
10400,1938,Directed,2833,,,1,3/60/13,Charter,Quitclaim,4372
10402,75,Directed,2834,,,1,3/47/2,Charter,Renewal,4374
10430,1957,Directed,2835,,,1,3/104/1,Charter,Concession,4386
10450,2234,Directed,2836,,,1,3/77/3,Charter,Sale,4877
10450,710,Directed,2837,,,1,3/77/2,Charter,Gift,4420
10450,216,Directed,2838,,,3,3/77/1,Charter,Gift,4392
10457,354,Directed,2839,,,1,3/78/1,Charter,Gift,4394
10474,82,Directed,2840,,,1,3/421/15,Charter,Gift,4397
10480,278,Directed,2841,,,1,3/108/1,Charter,Sale,4398
10481,278,Directed,2842,,,1,3/108/1,Charter,Sale,4398
10484,82,Directed,2843,,,1,3/514/2,Charter,Gift,4399
10502,82,Directed,2844,,,1,3/421/16,Charter,Renewal,4402
10504,82,Directed,2845,,,1,3/421/16,Charter,Renewal,4402
10532,82,Directed,2846,,,1,3/421/17,Charter,Renunciation of claim,4405
10557,82,Directed,2847,,,1,3/257/1,Charter,Quitclaim,4412
10575,10576,Directed,2848,,,1,3/70/2,Charter,Gift,4417
10579,2069,Directed,2849,,,1,3/80/1,Charter,Gift,4418
10589,710,Directed,2850,,,1,3/94/2,Charter,Gift,4425
10589,10594,Directed,2851,,,1,3/94/2,Charter,Gift,4425
10598,858,Directed,2852,,,1,3/109/3,Charter,Concession,4426
10598,914,Directed,2853,,,1,3/109/3,Charter,Concession,4426
10635,82,Directed,2854,,,1,3/495/2,Charter,Quitclaim,4434
10635,11200,Directed,2855,,,2,3/495/1,Charter,Renewal,4598
10637,82,Directed,2856,,,1,3/495/3,Charter,Quitclaim,4435
10659,82,Directed,2857,,,1,3/298/1,Charter,Gift,4440
10665,82,Directed,2858,,,1,3/268/2,Charter,Renewal,4441
10666,82,Directed,2859,,,1,3/268/2,Charter,Renewal,4441
10667,82,Directed,2860,,,1,3/268/2,Charter,Renewal,4441
10676,710,Directed,2861,,,1,3/93/4,Charter,Gift,4445
10676,4328,Directed,2862,,,2,3/93/4,Charter,Gift,4445
10676,1602,Directed,2863,,,1,3/93/4,Charter,Gift,4445
10677,710,Directed,2864,,,1,3/93/4,Charter,Gift,4445
10677,4328,Directed,2865,,,2,3/93/4,Charter,Quitclaim,4445
10677,1602,Directed,2866,,,1,3/93/4,Charter,Gift,4445
10677,16832,Directed,2867,,,2,3/90/7,Charter,Gift,6990
10677,16833,Directed,2868,,,1,3/90/7,Charter,Gift,6990
10700,82,Directed,2869,,,1,3/269/1,Charter,Gift,4452
10709,82,Directed,2870,,,1,3/269/2,Charter,Renewal,4453
10709,10710,Directed,2871,,,1,3/269/2,Charter,Resignation,4453
10721,82,Directed,2872,,,1,3/601/2,Charter,Renewal,4458
10727,128,Directed,2873,,,1,3/97/1,Charter,Gift,4460
10727,3496,Directed,2874,,,1,3/97/1,Charter,Gift,4460
10728,128,Directed,2875,,,1,3/97/2,Charter,Renewal,4461
10728,710,Directed,2876,,,1,3/97/2,Charter,Renewal,4461
10728,914,Directed,2877,,,1,3/97/2,Charter,Renewal,4461
10728,3496,Directed,2878,,,1,3/97/2,Charter,Renewal,4461
10730,128,Directed,2879,,,4,3/103/3,Charter,Gift,4464
10730,10737,Directed,2880,,,1,3/103/5,Charter,Gift,4466
10730,710,Directed,2881,,,1,3/103/3,Charter,Gift,4464
10734,128,Directed,2882,,,1,3/103/6,Charter,Confirmation,4467
10737,128,Directed,2883,,,1,3/597/1,Charter,Gift,5501
10739,128,Directed,2884,,,4,3/103/8,Charter,Gift,4470
10739,710,Directed,2885,,,1,3/103/7,Charter,Gift,4468
10739,10742,Directed,2886,,,1,3/103/9,Charter,Gift,4471
10746,128,Directed,2887,,,1,3/110/1,Charter,Gift,4474
10750,3550,Directed,2888,,,1,3/71/1,Charter,Concession,4475
10752,82,Directed,2889,,,1,3/342/3,Charter,Resignation,4469
10768,7,Directed,2890,,,2,3/126/2,Charter,Gift,4484
10781,4608,Directed,2891,,,1,3/126/4,Charter,Gift,4488
10803,7,Directed,2892,,,1,3/538/3,Charter,Quitclaim,5830
10805,7,Directed,2893,,,1,3/126/3,Charter,Gift,4485
10847,127,Directed,2894,,,1,3/503/8,Charter,Quitclaim,5457
10863,82,Directed,2895,,,2,3/355/3,Charter,Gift,4504
10863,10864,Directed,2896,,,1,3/355/3,Charter,Gift,4504
10866,7,Directed,2897,,,1,3/538/2,Charter,Quitclaim,5829
10877,7,Directed,2898,,,1,3/144/1,Charter,Obligation,4511
10892,41,Directed,2899,,,2,3/83/16,Charter,Quitclaim,4554
10893,7,Directed,2900,,,1,3/178/1,Charter,Gift,4513
10899,127,Directed,2901,,,1,3/354/1,Charter,Gift,5127
10899,710,Directed,2902,,,1,3/354/1,Charter,Gift,5127
10899,4044,Directed,2903,,,1,3/354/1,Charter,Gift,5127
10909,7,Directed,2904,,,1,3/179/1,Charter,Obligation,4517
10918,75,Directed,2905,,,5,3/517/13,Charter,Confirmation,5417
10919,7,Directed,2906,,,1,3/180/1,Charter,Gift,4519
10924,82,Directed,2907,,,1,3/613/2,Charter,Renewal,4506
10925,1436,Directed,2908,,,1,3/173/9,Charter,Quitclaim,5248
10938,75,Directed,2909,,,1,3/81/1,Charter,Gift,4521
10939,7,Directed,2910,,,1,3/180/2,Charter,Gift,4522
10939,246,Directed,2911,,,1,3/180/2,Charter,Gift,4522
10942,75,Directed,2912,,,1,3/83/5,Charter,Gift,4523
10957,7,Directed,2913,,,1,3/182/1,Charter,Quitclaim,4527
10961,7,Directed,2914,,,1,3/182/2,Charter,Quitclaim,4528
10963,7,Directed,2915,,,1,3/182/2,Charter,Quitclaim,4528
10965,208,Directed,2916,,,1,3/181/1,Charter,Gift,4765
10985,7,Directed,2917,,,1,3/240/1,Charter,Statement,4535
10986,208,Directed,2918,,,1,3/497/7,Charter,Gift,5374
10990,142,Directed,2919,,,1,3/102/1,Charter,Quitclaim,4667
10993,7,Directed,2920,,,2,3/240/3,Charter,Quitclaim,4539
11002,82,Directed,2921,,,1,3/613/3,Charter,Renewal,4541
11011,82,Directed,2922,,,1,3/285/1,Charter,Gift,4542
11016,82,Directed,2923,,,1,3/405/1,Charter,Quitclaim,4543
11019,82,Directed,2924,,,1,3/641/3,Charter,Quitclaim,4544
11026,82,Directed,2925,,,1,3/641/1,Charter,Gift,4545
11046,82,Directed,2926,,,1,3/641/2,Charter,Quitclaim,4546
11047,82,Directed,2927,,,1,3/641/2,Charter,Quitclaim,4546
11056,82,Directed,2928,,,1,3/625/1,Charter,Gift,4547
11059,82,Directed,2929,,,1,3/475/1,Charter,Gift,4548
11080,439,Directed,2930,,,1,3/200/1,Charter,Quitclaim,4559
11080,186,Directed,2931,,,1,3/200/1,Charter,Quitclaim,4559
11083,439,Directed,2932,,,1,3/200/1,Charter,Quitclaim,4559
11083,186,Directed,2933,,,1,3/200/1,Charter,Quitclaim,4559
11084,11086,Directed,2934,,,1,3/105/1,Charter,Gift,4560
11085,11086,Directed,2935,,,1,3/105/1,Charter,Gift,4560
11098,127,Directed,2936,,,2,3/206/6,Charter,Gift,4693
11113,250,Directed,2937,,,1,3/121/1,Charter,Gift,4571
11126,87,Directed,2938,,,1,3/215/1,Charter,Gift,4577
11149,128,Directed,2939,,,1,3/137/4,Charter,Renewal,4580
11149,710,Directed,2940,,,1,3/137/4,Charter,Renewal,4580
11150,128,Directed,2941,,,2,3/211/3,Charter,Gift,4585
11150,710,Directed,2942,,,1,3/211/3,Charter,Gift,4585
11150,4015,Directed,2943,,,1,3/211/1,Charter,Gift,5224
11156,11638,Directed,2944,,,1,3/229/1,Charter,Gift,4746
11168,131,Directed,2945,,,1,3/276/22,Charter,Renewal,4615
11170,82,Directed,2946,,,1,3/568/2,Charter,Renewal,4590
11171,82,Directed,2947,,,1,3/568/1,Charter,Renewal,4591
11174,745,Directed,2948,,,1,3/435/1,Charter,Concession,5042
11174,914,Directed,2949,,,1,3/435/1,Charter,Concession,5042
11174,12588,Directed,2950,,,1,3/435/1,Charter,Gift,5042
11183,82,Directed,2951,,,1,3/463/3,Charter,Renewal,4594
11206,2063,Directed,2952,,,1,3/220/2,Charter,Concession,4880
11214,128,Directed,2953,,,1,3/222/5,Charter,Gift,4602
11223,131,Directed,2954,,,1,3/224/1,Charter,Gift,4603
11225,128,Directed,2955,,,1,3/222/6,Charter,Gift,4604
11227,3496,Directed,2956,,,1,3/248/1,Charter,Gift,4605
11241,128,Directed,2957,,,1,3/266/2,Charter,Gift,4611
11244,128,Directed,2958,,,1,3/266/4,Charter,Renewal,4613
11246,131,Directed,2959,,,2,3/337/6,Charter,Renewal,5163
11246,1912,Directed,2960,,,1,3/337/5,Charter,Gift,5340
11247,127,Directed,2961,,,1,3/190/1,Charter,Concession,4684
11254,5075,Directed,2962,,,1,3/632/23,Charter,Gift,5749
11255,127,Directed,2963,,,2,3/165/8,Charter,Gift,4617
11255,710,Directed,2964,,,1,3/165/10,Charter,Gift,5613
11273,278,Directed,2965,,,1,3/128/1,Charter,Sale,4621
11276,278,Directed,2966,,,1,3/128/2,Charter,Renewal,4622
11280,11281,Directed,2967,,,1,3/133/1,Charter,Resignation,4624
11297,82,Directed,2968,,,2,3/632/2,Charter,Renewal,4629
11298,82,Directed,2969,,,1,3/632/3,Charter,Sale,4630
11310,82,Directed,2970,,,1,3/255/1,Charter,Quitclaim,4631
11312,82,Directed,2971,,,1,3/632/15,Charter,Quitclaim,4633
11313,2254,Directed,2972,,,1,3/632/20,Charter,Gift,5734
11327,1039,Directed,2973,,,2,3/83/18,Charter,Gift,4638
11376,1912,Directed,2974,,,1,3/147/1,Charter,Gift,4653
11398,278,Directed,2975,,,1,3/282/,Charter,Renewal,4657
11411,1171,Directed,2976,,,1,3/191/1,Charter,Gift,4664
11424,1171,Directed,2977,,,1,3/169/1,Charter,Gift,4666
11424,5752,Directed,2978,,,1,3/169/1,Charter,Gift,4666
11463,216,Directed,2979,,,2,3/276/15,Charter,Gift,4678
11466,11467,Directed,2980,,,1,2/243/1,Charter,Quitclaim,4679
11467,10431,Directed,2981,,,1,3/276/23,Charter,Gift,4682
11499,127,Directed,2982,,,1,3/588/3,Charter,Confirmation,5507
11499,87,Directed,2983,,,2,3/588/3,Charter,Confirmation,5507
11502,216,Directed,2984,,,1,3/217/1,Charter,Gift,4687
11518,216,Directed,2985,,,1,3/295/1,Charter,Confirmation,4895
11520,127,Directed,2986,,,2,3/231/7,Charter,Confirmation,4705
11520,710,Directed,2987,,,1,3/231/7,Charter,Gift,4699
11521,216,Directed,2988,,,1,3/246/1,Charter,Gift,4700
11533,1039,Directed,2989,,,1,3/137/2,Charter,Gift,4708
11537,216,Directed,2990,,,1,3/276/12,Charter,Gift,4714
11543,1039,Directed,2991,,,1,3/276/13,Charter,Concession,4942
11549,127,Directed,2992,,,1,3/271/1,Charter,Quitclaim,4728
11573,2005,Directed,2993,,,1,3/254/5,Charter,Gift,4745
11582,127,Directed,2994,,,1,3/371/4,Charter,Renewal,5152
11582,858,Directed,2995,,,1,3/371/6,Charter,Grant (agreement) (concedo),5266
11582,186,Directed,2996,,,2,3/371/7,Charter,Gift,5270
11582,1179,Directed,2997,,,2,3/371/7,Charter,Gift,5270
11582,13462,Directed,2998,,,1,3/371/3,Charter,Confirmation,5262
11582,13484,Directed,2999,,,1,3/371/5,Charter,Quitclaim,5264
11582,12590,Directed,3000,,,1,3/371/5,Charter,Quitclaim,5264
